ADC3,ADC4,ADC5,ADC6,ADC7,Altitude,ColorName,ColorRaw,ColorRgb,Pressure,Temperature,Potentiometer1,Potentiometer2,Light,Dt,MsgType,DeviceName,EventProcessedUtcTime,PartitionId,EventEnqueuedUtcTime,IoTHub
0.0097751710654936461,0.0039100684261974585,0.0019550342130987292,0.0019550342130987292,0.0019550342130987292,59.3164063,DarkSlateBlue,Record,Record,100614.563,22.3607883,0.50830889540566959,0.52199413489736068,0.15933528836754643,2016-02-27T19:03:49.6183932Z,ALL,D01,2016-02-27T19:04:14.8899717Z,0,2016-02-27T19:04:15.3620000Z,Record
0.00097751710654936461,0.0019550342130987292,0.0019550342130987292,0.0019550342130987292,0.0019550342130987292,59.9162025,DarkSlateBlue,Record,Record,100610.078,22.3558,0.50830889540566959,0.52101661779081132,0.15933528836754643,2016-02-27T19:03:54.6443987Z,ALL,D01,2016-02-27T19:04:20.0150914Z,0,2016-02-27T19:04:20.3940000Z,Record
0.0097751710654936461,0.0048875855327468231,0.0029325513196480938,0.0029325513196480938,0.0019550342130987292,59.8131561,DarkSlateBlue,Record,Record,100608.641,22.3558,0.50830889540566959,0.52101661779081132,0.15835777126099707,2016-02-27T19:03:59.6571427Z,ALL,D01,2016-02-27T19:04:24.9433514Z,0,2016-02-27T19:04:25.4100000Z,Record
0.0097751710654936461,0.0048875855327468231,0.0029325513196480938,0.0029325513196480938,0.0019550342130987292,59.5753479,DarkSlateBlue,Record,Record,100611.469,22.3508129,0.50830889540566959,0.52101661779081132,0.15835777126099707,2016-02-27T19:04:04.7186382Z,ALL,D01,2016-02-27T19:04:30.0812790Z,0,2016-02-27T19:04:30.4730000Z,Record
0.0039100684261974585,0.0029325513196480938,0.0029325513196480938,0.0029325513196480938,0.0029325513196480938,59.8342934,DarkSlateBlue,Record,Record,100608.406,22.3508129,0.50830889540566959,0.52101661779081132,0.15835777126099707,2016-02-27T19:04:09.7570984Z,ALL,D01,2016-02-27T19:04:35.0424187Z,0,2016-02-27T19:04:35.5050000Z,Record
0.0097751710654936461,0.0039100684261974585,0.0029325513196480938,0.0029325513196480938,0.0019550342130987292,59.9162025,DarkSlateBlue,Record,Record,100607.406,22.3458252,0.50830889540566959,0.52101661779081132,0.15835777126099707,2016-02-27T19:04:14.7863882Z,ALL,D01,2016-02-27T19:04:40.1424984Z,0,2016-02-27T19:04:40.5360000Z,Record
0.0087976539589442824,0.0039100684261974585,0.0029325513196480938,0.0029325513196480938,0.0029325513196480938,59.8157959,DarkSlateBlue,Record,Record,100608.625,22.3558,0.50830889540566959,0.52101661779081132,0.15933528836754643,2016-02-27T19:04:19.8248879Z,ALL,D01,2016-02-27T19:04:45.1283139Z,0,2016-02-27T19:04:45.5990000Z,Record
0,0.0019550342130987292,0.0019550342130987292,0.0019550342130987292,0.0019550342130987292,59.7576675,DarkSlateBlue,Record,Record,100609.313,22.3508129,0.50830889540566959,0.52101661779081132,0.15933528836754643,2016-02-27T19:04:24.8587638Z,ALL,D01,2016-02-27T19:04:50.1767609Z,0,2016-02-27T19:04:50.6150000Z,Record
0.0029325513196480938,0.0019550342130987292,0.0019550342130987292,0.0019550342130987292,0.0019550342130987292,59.7365265,DarkSlateBlue,Record,Record,100609.563,22.3408375,0.509286412512219,0.52101661779081132,0.15835777126099707,2016-02-27T19:04:29.8960132Z,ALL,D01,2016-02-27T19:04:55.1849758Z,0,2016-02-27T19:04:55.6620000Z,Record
0.0068426197458455523,0.0039100684261974585,0.0029325513196480938,0.0029325513196480938,0.0029325513196480938,59.641407,DarkSlateBlue,Record,Record,100610.7,22.3508129,0.50830889540566959,0.52101661779081132,0.15835777126099707,2016-02-27T19:04:34.9270780Z,ALL,D01,2016-02-27T19:05:00.2843922Z,0,2016-02-27T19:05:00.6930000Z,Record
0.0048875855327468231,0.0039100684261974585,0.0029325513196480938,0.0029325513196480938,0.0029325513196480938,59.2344971,DarkSlateBlue,Record,Record,100615.547,22.3508129,0.50830889540566959,0.52101661779081132,0.15835777126099707,2016-02-27T19:04:39.9687638Z,ALL,D01,2016-02-27T19:05:05.2670589Z,0,2016-02-27T19:05:05.7400000Z,Record
0.0087976539589442824,0.0048875855327468231,0.0029325513196480938,0.0029325513196480938,0.0029325513196480938,59.68104,DarkSlateBlue,Record,Record,100610.227,22.3508129,0.50830889540566959,0.52101661779081132,0.15933528836754643,2016-02-27T19:04:45.0133882Z,ALL,D01,2016-02-27T19:05:10.3245299Z,0,2016-02-27T19:05:10.7580000Z,Record
0.0019550342130987292,0,0.0019550342130987292,0.0019550342130987292,0.0019550342130987292,59.6255531,DarkSlateBlue,Record,Record,100610.891,22.3508129,0.50830889540566959,0.52101661779081132,0.15835777126099707,2016-02-27T19:04:50.0882742Z,ALL,D01,2016-02-27T19:05:15.3782328Z,0,2016-02-27T19:05:15.8370000Z,Record
0.0019550342130987292,0.0029325513196480938,0.0039100684261974585,0.0039100684261974585,0.0039100684261974585,59.8210831,DarkSlateBlue,Record,Record,100608.555,22.2710075,0.50830889540566959,0.52101661779081132,0.1573802541544477,2016-02-27T19:14:43.0410303Z,ALL,D01,2016-02-27T19:15:08.5653532Z,0,2016-02-27T19:15:08.9520000Z,Record
0,0.0019550342130987292,0.0019550342130987292,0.0019550342130987292,0.0019550342130987292,59.59913,DarkSlateBlue,Record,Record,100611.211,22.2710075,0.50830889540566959,0.52101661779081132,0.15835777126099707,2016-02-27T19:14:47.8297219Z,ALL,D01,2016-02-27T19:15:13.1413024Z,0,2016-02-27T19:15:13.5770000Z,Record
