Potentiometer1,Potentiometer2,Light,Dt,MsgType,DeviceName,EventProcessedUtcTime,PartitionId,EventEnqueuedUtcTime,IoTHub
0.509286412512219,0.52101661779081132,0.15835777126099707,2016-02-27T19:14:38.7148566Z,SPI,D01,2016-02-27T19:15:06.4396908Z,0,2016-02-27T19:15:06.8890000Z,Record
0.50830889540566959,0.52101661779081132,0.15835777126099707,2016-02-27T19:14:41.7792633Z,SPI,D01,2016-02-27T19:15:07.1584832Z,0,2016-02-27T19:15:07.5300000Z,Record
0.509286412512219,0.52101661779081132,0.1573802541544477,2016-02-27T19:14:42.8379026Z,SPI,D01,2016-02-27T19:15:08.1590721Z,0,2016-02-27T19:15:08.5920000Z,Record
0.50830889540566959,0.52101661779081132,0.1573802541544477,2016-02-27T19:14:43.8659013Z,SPI,D01,2016-02-27T19:15:09.2059939Z,0,2016-02-27T19:15:09.6080000Z,Record
0.509286412512219,0.52101661779081132,0.15835777126099707,2016-02-27T19:14:44.9038881Z,SPI,D01,2016-02-27T19:15:10.3291919Z,0,2016-02-27T19:15:10.6550000Z,Record
0.509286412512219,0.52101661779081132,0.15835777126099707,2016-02-27T19:14:45.9201514Z,SPI,D01,2016-02-27T19:15:11.2198417Z,0,2016-02-27T19:15:11.6710000Z,Record
0.50830889540566959,0.52101661779081132,0.15835777126099707,2016-02-27T19:14:46.9506722Z,SPI,D01,2016-02-27T19:15:12.3292395Z,0,2016-02-27T19:15:12.7020000Z,Record
0.50830889540566959,0.52101661779081132,0.1573802541544477,2016-02-27T19:14:47.9703529Z,SPI,D01,2016-02-27T19:15:13.4538010Z,0,2016-02-27T19:15:13.7330000Z,Record
0.50830889540566959,0.52101661779081132,0.15835777126099707,2016-02-27T19:14:49.0014903Z,SPI,D01,2016-02-27T19:15:14.2975690Z,0,2016-02-27T19:15:14.7640000Z,Record
0.50830889540566959,0.52101661779081132,0.1573802541544477,2016-02-27T19:14:50.0472641Z,SPI,D01,2016-02-27T19:15:15.3619410Z,0,2016-02-27T19:15:15.8110000Z,Record
0.50830889540566959,0.52101661779081132,0.15835777126099707,2016-02-27T19:14:51.0930144Z,SPI,D01,2016-02-27T19:15:16.4244614Z,0,2016-02-27T19:15:16.8430000Z,Record
0.50830889540566959,0.52101661779081132,0.1573802541544477,2016-02-27T19:14:52.1235136Z,SPI,D01,2016-02-27T19:15:17.5026094Z,0,2016-02-27T19:15:17.8740000Z,Record
0.509286412512219,0.52101661779081132,0.1573802541544477,2016-02-27T19:14:53.1548882Z,SPI,D01,2016-02-27T19:15:18.5018098Z,0,2016-02-27T19:15:18.9050000Z,Record
0.50830889540566959,0.52101661779081132,0.15640273704789834,2016-02-27T19:14:54.2010198Z,SPI,D01,2016-02-27T19:15:19.5033746Z,0,2016-02-27T19:15:19.9520000Z,Record
0.78787878787878785,0.52101661779081132,0.15835777126099707,2016-02-27T19:14:55.2452649Z,SPI,D01,2016-02-27T19:15:20.6127663Z,0,2016-02-27T19:15:20.9830000Z,Record
0.99804496578690127,0.52101661779081132,0.15835777126099707,2016-02-27T19:14:56.2753935Z,SPI,D01,2016-02-27T19:15:21.6000276Z,0,2016-02-27T19:15:22.0300000Z,Record
0.99902248289345064,0.52101661779081132,0.15835777126099707,2016-02-27T19:14:57.3055190Z,SPI,D01,2016-02-27T19:15:23.1000247Z,0,2016-02-27T19:15:23.0620000Z,Record
0.99902248289345064,0.52101661779081132,0.15835777126099707,2016-02-27T19:14:58.3185184Z,SPI,D01,2016-02-27T19:15:23.6469307Z,0,2016-02-27T19:15:24.0620000Z,Record
1,0.52101661779081132,0.15933528836754643,2016-02-27T19:14:59.3379514Z,SPI,D01,2016-02-27T19:15:24.6469601Z,0,2016-02-27T19:15:25.0930000Z,Record
1,0.52101661779081132,0.15835777126099707,2016-02-27T19:15:00.3524732Z,SPI,D01,2016-02-27T19:15:25.6469814Z,0,2016-02-27T19:15:26.0930000Z,Record
0.93841642228739008,0.52101661779081132,0.15933528836754643,2016-02-27T19:15:01.3885383Z,SPI,D01,2016-02-27T19:15:26.7124797Z,0,2016-02-27T19:15:27.1240000Z,Record
0.90420332355816224,0.52101661779081132,0.1573802541544477,2016-02-27T19:15:02.4030536Z,SPI,D01,2016-02-27T19:15:27.7593597Z,0,2016-02-27T19:15:28.1560000Z,Record
0.82893450635386123,0.52101661779081132,0.624633431085044,2016-02-27T19:15:03.4371434Z,SPI,D01,2016-02-27T19:15:28.7593752Z,0,2016-02-27T19:15:29.1870000Z,Record
0.76832844574780057,0.52101661779081132,0.59530791788856308,2016-02-27T19:15:04.4516428Z,SPI,D01,2016-02-27T19:15:29.7437697Z,0,2016-02-27T19:15:30.2020000Z,Record
0.66568914956011727,0.52101661779081132,0.6080156402737048,2016-02-27T19:15:05.4973949Z,SPI,D01,2016-02-27T19:15:30.8219190Z,0,2016-02-27T19:15:31.2650000Z,Record
0.39491691104594329,0.52101661779081132,0.57771260997067453,2016-02-27T19:15:06.5529347Z,SPI,D01,2016-02-27T19:15:31.8375759Z,0,2016-02-27T19:15:32.2960000Z,Record
0.39589442815249265,0.47702834799608995,0.57478005865102644,2016-02-27T19:15:07.5736440Z,SPI,D01,2016-02-27T19:15:32.9149492Z,0,2016-02-27T19:15:33.3120000Z,Record
0.396871945259042,0.39296187683284456,0.544477028347996,2016-02-27T19:15:08.6175144Z,SPI,D01,2016-02-27T19:15:33.9149993Z,0,2016-02-27T19:15:34.3740000Z,Record
0.396871945259042,0.64613880742913,0.58553274682306944,2016-02-27T19:15:09.6513918Z,SPI,D01,2016-02-27T19:15:34.9462383Z,0,2016-02-27T19:15:35.3900000Z,Record
0.396871945259042,0.51515151515151514,0.61583577712609971,2016-02-27T19:15:10.6971386Z,SPI,D01,2016-02-27T19:15:35.9775194Z,0,2016-02-27T19:15:36.4370000Z,Record
0.39784946236559138,0.41446725317693062,0.60117302052785926,2016-02-27T19:15:11.7432635Z,SPI,D01,2016-02-27T19:15:37.0869678Z,0,2016-02-27T19:15:37.5000000Z,Record
0.396871945259042,0.56891495601173026,0.62267839687194526,2016-02-27T19:15:12.7733890Z,SPI,D01,2016-02-27T19:15:38.1807042Z,0,2016-02-27T19:15:38.5150000Z,Record
0.396871945259042,0.76344086021505375,0.58846529814271753,2016-02-27T19:15:13.8045139Z,SPI,D01,2016-02-27T19:15:39.1807196Z,0,2016-02-27T19:15:39.5470000Z,Record
0.39784946236559138,0.97262952101661782,0.5865102639296188,2016-02-27T19:15:14.8208578Z,SPI,D01,2016-02-27T19:15:40.2448397Z,0,2016-02-27T19:15:40.5620000Z,Record
0.39784946236559138,0.855327468230694,0.59042033235581626,2016-02-27T19:15:15.8381830Z,SPI,D01,2016-02-27T19:15:41.2108743Z,0,2016-02-27T19:15:41.5780000Z,Record
0.39784946236559138,0.66666666666666663,0.5972629521016618,2016-02-27T19:15:16.8683226Z,SPI,D01,2016-02-27T19:15:42.5077747Z,0,2016-02-27T19:15:42.6090000Z,Record
0.39784946236559138,0.46432062561094817,0.58455522971652008,2016-02-27T19:15:17.8985311Z,SPI,D01,2016-02-27T19:15:43.1798001Z,0,2016-02-27T19:15:43.6480000Z,Record
0.39784946236559138,0.37634408602150538,0.58064516129032262,2016-02-27T19:15:18.9140704Z,SPI,D01,2016-02-27T19:15:44.2499671Z,0,2016-02-27T19:15:44.6560000Z,Record
0.45161290322580644,0.37634408602150538,0.57282502443792771,2016-02-27T19:15:19.9285826Z,SPI,D01,2016-02-27T19:15:45.2455191Z,0,2016-02-27T19:15:45.6720000Z,Record
0.54545454545454541,0.37634408602150538,0.5376344086021505,2016-02-27T19:15:20.9474915Z,SPI,D01,2016-02-27T19:15:46.2647848Z,0,2016-02-27T19:15:46.6880000Z,Record
0.54545454545454541,0.49364613880742914,0.533724340175953,2016-02-27T19:15:21.9776273Z,SPI,D01,2016-02-27T19:15:47.2960547Z,0,2016-02-27T19:15:47.7190000Z,Record
0.54545454545454541,0.55425219941348969,0.56011730205278587,2016-02-27T19:15:23.0233932Z,SPI,D01,2016-02-27T19:15:48.3435531Z,0,2016-02-27T19:15:48.7970000Z,Record
0.54545454545454541,0.53470185728250241,0.5513196480938416,2016-02-27T19:15:24.0697635Z,SPI,D01,2016-02-27T19:15:49.4536929Z,0,2016-02-27T19:15:49.8130000Z,Record
0.544477028347996,0.53470185728250241,0.57184750733137835,2016-02-27T19:15:25.1002646Z,SPI,D01,2016-02-27T19:15:50.4224935Z,0,2016-02-27T19:15:50.8440000Z,Record
0.544477028347996,0.53470185728250241,0.59530791788856308,2016-02-27T19:15:26.1303905Z,SPI,D01,2016-02-27T19:15:51.4068981Z,0,2016-02-27T19:15:51.8750000Z,Record
0.43988269794721407,0.53470185728250241,0.58260019550342135,2016-02-27T19:15:27.1605148Z,SPI,D01,2016-02-27T19:15:52.4850282Z,0,2016-02-27T19:15:52.9220000Z,Record
0.54252199413489732,0.53470185728250241,0.16520039100684261,2016-02-27T19:15:28.1758944Z,SPI,D01,2016-02-27T19:15:53.5006713Z,0,2016-02-27T19:15:53.9380000Z,Record
0.53958944281524923,0.53470185728250241,0.15542521994134897,2016-02-27T19:15:29.2067693Z,SPI,D01,2016-02-27T19:15:54.4853992Z,0,2016-02-27T19:15:54.9690000Z,Record
0.53958944281524923,0.53470185728250241,0.11436950146627566,2016-02-27T19:15:30.2368889Z,SPI,D01,2016-02-27T19:15:55.5274492Z,0,2016-02-27T19:15:55.9740000Z,Record
0.53958944281524923,0.53470185728250241,0.15053763440860216,2016-02-27T19:15:31.2627636Z,SPI,D01,2016-02-27T19:15:56.6217065Z,0,2016-02-27T19:15:57.0050000Z,Record
0.53958944281524923,0.53470185728250241,0.21212121212121213,2016-02-27T19:15:32.2869804Z,SPI,D01,2016-02-27T19:15:57.6217280Z,0,2016-02-27T19:15:58.0370000Z,Record
